Demand ID,Plant ID,Cost_USD_per_MWh
D83,P52,67.79
D83,P53,56.153
D83,P54,68.958
D83,P55,62.522
D83,P56,44.883
D83,P57,52.551
D83,P58,73.637
D83,P59,62.675
D83,P60,47.119
D83,P61,64.88
D83,P62,58.577
D83,P63,50.966
D83,P64,41.148
D84,P1,50.411
D84,P2,69.76
D84,P3,38.032
D84,P4,66.428
D84,P5,68.799
D84,P6,70.635
D84,P7,50.994
D84,P8,57.522
D84,P9,50.905
D84,P10,54.175
D84,P11,54.934
D84,P12,74.551
D84,P13,49.384
D84,P14,46.722
D84,P15,46.64
D84,P16,58.388
D84,P17,59.677
D84,P18,54.853
D84,P19,62.704
D84,P20,46.026
D84,P21,54.983
D84,P22,36.513
D84,P23,66.254
D84,P24,38.994
D84,P25,43.072
D84,P26,45.221
D84,P27,57.967
D84,P28,34.431
D84,P29,76.661
D84,P30,42.876
D84,P31,52.644
D84,P32,54.529
D84,P33,33.094
D84,P34,65.711
D84,P35,55.741
D84,P36,52.547
D84,P37,56.963
D84,P38,36.655
D84,P39,68.407
D84,P40,65.597
D84,P41,84.253
D84,P42,42.521
D84,P43,47.524
D84,P44,63.262
D84,P45,56.237
D84,P46,336.885
D84,P47,74.395
D84,P48,71.193
D84,P49,43.198
D84,P50,45.654
D84,P51,59.732
D84,P52,50.813
D84,P53,69.031
D84,P54,43.297
D84,P55,54.713
D84,P56,66.404
D84,P57,43.686
D84,P58,58.97
D84,P59,79.878
D84,P60,50.721
D84,P61,34.503
D84,P62,65.234
D84,P63,56.542
D84,P64,66.528
D85,P1,64.727
D85,P2,79.542
D85,P3,54.227
D85,P4,78.142
D85,P5,73.931
D85,P6,61.248
D85,P7,65.85
D85,P8,64.863
D85,P9,54.067
D85,P10,60.446
D85,P11,57.652
D85,P12,54.137
D85,P13,69.16
D85,P14,41.868
D85,P15,36.444
D85,P16,49.958
D85,P17,52.826
D85,P18,44.916
D85,P19,61.611
D85,P20,45.557
D85,P21,55.565
D85,P22,43.441
D85,P23,50.999
D85,P24,45.374
D85,P25,49.708
D85,P26,38.309
D85,P27,42.175
D85,P28,31.514
D85,P29,51.62
D85,P30,48.827
D85,P31,64.216
D85,P32,68.332
D85,P33,47.264
D85,P34,52.606
D85,P35,51.023
D85,P36,51.32
D85,P37,66.521
D85,P38,53.261
D85,P39,64.429
D85,P40,51.312
D85,P41,56.359
D85,P42,41.649
D85,P43,52.468
D85,P44,46.548
D85,P45,65.147
D85,P46,68.511
D85,P47,56.878
D85,P48,63.947
D85,P49,55.481
D85,P50,59.706
D85,P51,58.856
D85,P52,66.912
D85,P53,48.5
D85,P54,54.69
D85,P55,49.665
D85,P56,47.956
D85,P57,58.82
D85,P58,73.897
D85,P59,61.088
D85,P60,43.085
D85,P61,53.816
D85,P62,57.001
D85,P63,56.519
D85,P64,53.635
D86,P1,53.011
D86,P2,74.749
D86,P3,52.579
D86,P4,67.3
D86,P5,78.833
D86,P6,66.623
D86,P7,56.018
D86,P8,58.02
D86,P9,63.601
D86,P10,57.344
D86,P11,58.411
D86,P12,68.951
D86,P13,66.831
D86,P14,52.304
D86,P15,31.688
D86,P16,58.938
D86,P17,55.294
D86,P18,61.344
D86,P19,61.436
D86,P20,51.873
D86,P21,66.246
D86,P22,43.52
D86,P23,54.382
D86,P24,45.023
D86,P25,50.738
D86,P26,49.763
D86,P27,52.614
D86,P28,43.441
D86,P29,63.042
D86,P30,68.323
D86,P31,69.164
D86,P32,67.573
D86,P33,51.883
D86,P34,61.911
D86,P35,55.894
D86,P36,62.39
D86,P37,60.65
D86,P38,55.039
D86,P39,60.028
D86,P40,58.979
D86,P41,73.66
D86,P42,41.78
D86,P43,46.858
D86,P44,60.759
D86,P45,51.338
D86,P46,69.495
D86,P47,70.398
D86,P48,65.613
D86,P49,60.606
D86,P50,68.376
D86,P51,66.021
D86,P52,71.585
D86,P53,64.027
D86,P54,57.674
D86,P55,63.486
D86,P56,71.144
D86,P57,59.271
D86,P58,77.641
D86,P59,63.454
D86,P60,42.38
D86,P61,49.533
D86,P62,67.023
D86,P63,52.977
D86,P64,62.765
D87,P1,51.92
D87,P2,74.511
D87,P3,45.951
D87,P4,72.256
D87,P5,75.295
D87,P6,67.636
D87,P7,67.35
D87,P8,59.767
D87,P9,59.794
D87,P10,61.742
D87,P11,56.289
D87,P12,76.355
D87,P13,63.057
D87,P14,48.91
D87,P15,43.926
D87,P16,56.196
D87,P17,64.368
D87,P18,50.693
D87,P19,52.974
D87,P20,54.777
D87,P21,53.254
D87,P22,45.427
D87,P23,56.63
D87,P24,46.614
D87,P25,42.259
D87,P26,47.186
D87,P27,46.591
D87,P28,36.377
D87,P29,68.265
D87,P30,47.313
D87,P31,73.111
D87,P32,63.885
D87,P33,36.132
D87,P34,63.553
D87,P35,51.797
D87,P36,53.961
D87,P37,62.799
D87,P38,45.826
D87,P39,57.888
D87,P40,56.123
D87,P41,73.754
D87,P42,45.175
D87,P43,46.194
D87,P44,59.962
D87,P45,58.27
D87,P46,62.426
D87,P47,65.795
D87,P48,75.33
D87,P49,49.518
D87,P50,60.157
D87,P51,63.164
D87,P52,67.904
D87,P53,55.696
D87,P54,46.255
D87,P55,57.931
D87,P56,62.539
D87,P57,59.415
D87,P58,74.179
D87,P59,74.946
D87,P60,48.466
D87,P61,44.557
D87,P62,71.646
D87,P63,55.483
D87,P64,63.554
D88,P1,54.594
D88,P2,68.78
D88,P3,47.447
D88,P4,61.237
D88,P5,69.6
D88,P6,57.99
D88,P7,43.11
D88,P8,56.06
D88,P9,58.176
D88,P10,51.477
D88,P11,62.846
D88,P12,61.32
D88,P13,69.662
D88,P14,40.152
D88,P15,37.708
D88,P16,57.696
D88,P17,57.873
D88,P18,63.64
D88,P19,49.509
D88,P20,41.929
D88,P21,53.713
D88,P22,39.226
D88,P23,53.181
D88,P24,49.445
D88,P25,57.454
D88,P26,42.429
D88,P27,44.051
D88,P28,
D88,P29,70.05
D88,P30,58.597
D88,P31,62.216
D88,P32,46.836
D88,P33,44.305
D88,P34,55.003
D88,P35,50.627
D88,P36,50.865
D88,P37,56.864
D88,P38,33.188
D88,P39,54.546
D88,P40,60.638
D88,P41,80.753
D88,P42,47.1
D88,P43,34.869
D88,P44,59.952
D88,P45,53.997
D88,P46,69.019
D88,P47,70.181
D88,P48,64.087
D88,P49,54.136
D88,P50,45.387
D88,P51,52.478
D88,P52,61.277
D88,P53,65.261
D88,P54,42.495
D88,P55,63.412
D88,P56,53.406
D88,P57,38.011
D88,P58,71.049
D88,P59,73.166
D88,P60,35.4
D88,P61,29.165
D88,P62,60.184
D88,P63,53.298
D88,P64,58.294
D89,P1,53.798
D89,P2,73.272
D89,P3,51.234
D89,P4,83.793
D89,P5,84.153
D89,P6,72.646
D89,P7,68.552
D89,P8,65.672
D89,P9,58.595
D89,P10,64.316
D89,P11,67.935
D89,P12,66.963
D89,P13,62.596
D89,P14,50.339
D89,P15,47.891
D89,P16,59.338
D89,P17,72.007
D89,P18,53.058
D89,P19,62.606
D89,P20,53.834
D89,P21,57.349
D89,P22,48.176
D89,P23,62.724
D89,P24,55.902
D89,P25,47.692
D89,P26,49.634
D89,P27,54.75
D89,P28,42.025
D89,P29,65.038
D89,P30,43.326
D89,P31,70.189
D89,P32,64.541
D89,P33,40.955
D89,P34,54.061
D89,P35,54.266
D89,P36,53.051
D89,P37,63.978
D89,P38,46.864
D89,P39,66.304
D89,P40,63.157
D89,P41,68.754
D89,P42,41.834
D89,P43,53.845
D89,P44,58.895
D89,P45,68.068
D89,P46,75.824
D89,P47,73.621
D89,P48,75.583
D89,P49,60.227
D89,P50,58.128
D89,P51,61.242
D89,P52,71.995
D89,P53,54.048
D89,P54,46.971
D89,P55,57.147
D89,P56,56.779
D89,P57,53.381
D89,P58,72.734
D89,P59,75.465
D89,P60,49.833
D89,P61,44.063
D89,P62,74.466
D89,P63,60.504
D89,P64,59.591
D90,P1,67.998
D90,P2,66.733
D90,P3,49.275
D90,P4,74.615
D90,P5,83.462
D90,P6,68.237
D90,P7,69.999
D90,P8,66.624
D90,P9,56.234
D90,P10,70.285
D90,P11,66.645
D90,P12,64.471
D90,P13,77.402
D90,P14,38.022
D90,P15,48.311
D90,P16,58.184
D90,P17,74.382
D90,P18,47.783
D90,P19,46.582
D90,P20,46.281
D90,P21,57.765
D90,P22,35.234
D90,P23,47.748
D90,P24,51.198
D90,P25,53.752
D90,P26,41.002
D90,P27,48.787
D90,P28,33.857
D90,P29,62.779
D90,P30,39.523
D90,P31,68.031
D90,P32,56.232
D90,P33,30.664
D90,P34,53.276
D90,P35,49.56
D90,P36,45.265
D90,P37,69.681
D90,P38,45.237
D90,P39,69.862
D90,P40,47.055
D90,P41,64.045
D90,P42,31.915
D90,P43,40.624
D90,P44,55.74
D90,P45,68.932
D90,P46,66.544
D90,P47,66.947
D90,P48,71.169
D90,P49,51.478
D90,P50,62.189
D90,P51,53.09
D90,P52,64.569
D90,P53,64.723
D90,P54,38.049
D90,P55,50.791
D90,P56,50.335
D90,P57,46.399
D90,P58,71.496
D90,P59,63.667
D90,P60,42.062
D90,P61,35.071
D90,P62,58.027
D90,P63,60.892
D90,P64,58.06
D91,P1,61.647
D91,P2,77.619
D91,P3,48.139
D91,P4,70.506
D91,P5,78.089
D91,P6,65.227
D91,P7,55.88
D91,P8,63.233
D91,P9,61.035
D91,P10,54.803
D91,P11,60.005
D91,P12,60.212
D91,P13,64.27
D91,P14,52.719
D91,P15,40.657
D91,P16,56.082
D91,P17,66.4
D91,P18,57.253
D91,P19,63.968
D91,P20,52.081
D91,P21,58.976
D91,P22,42.613
D91,P23,56.492
D91,P24,53.831
D91,P25,56.348
D91,P26,50.097
D91,P27,57.403
D91,P28,34.099
D91,P29,73.759
D91,P30,55.358
D91,P31,66.726
D91,P32,60.761
D91,P33,49.544
D91,P34,51.233
D91,P35,50.301
D91,P36,59.758
D91,P37,63.653
D91,P38,51.315
D91,P39,68.822
D91,P40,69.285
D91,P41,66.044
D91,P42,43.753
D91,P43,53.959
D91,P44,57.169
D91,P45,65.822
D91,P46,71.589
D91,P47,66.816
D91,P48,61.201
D91,P49,62.159
D91,P50,55.166
D91,P51,64.727
D91,P52,67.759
D91,P53,59.288
D91,P54,53.798
D91,P55,58.089
D91,P56,59.79
D91,P57,54.476
D91,P58,71.471
D91,P59,72.236
D91,P60,45.059
D91,P61,45.742
D91,P62,67.432
D91,P63,61.879
D91,P64,57.536
D92,P1,67.474
D92,P2,77.139
D92,P3,57.611
D92,P4,70.153
D92,P5,83.307
D92,P6,76.974
D92,P7,61.976
D92,P8,69.094
D92,P9,58.589
D92,P10,71.804
D92,P11,65.093
D92,P12,77.305
D92,P13,72.11
D92,P14,57.675
D92,P15,52.837
D92,P16,65.392
D92,P17,73.538
D92,P18,64.87
D92,P19,73.056
D92,P20,62.025
D92,P21,70.996
D92,P22,46.293
D92,P23,61.659
D92,P24,53.231
D92,P25,54.214
D92,P26,42.127
D92,P27,65.649
D92,P28,48.055
D92,P29,70.775
D92,P30,64.726
D92,P31,70.293
D92,P32,65.611
D92,P33,47.175
D92,P34,57.728
D92,P35,56.099
D92,P36,64.168
D92,P37,63.216
D92,P38,55.081
D92,P39,67.065
D92,P40,73.366
D92,P41,70.842
D92,P42,44.004
D92,P43,49.455
D92,P44,53.851
D92,P45,64.357
D92,P46,71.333
D92,P47,69.604
D92,P48,71.491
D92,P49,59.192
D92,P50,63.656
D92,P51,66.74
D92,P52,72.26
D92,P53,63.675
D92,P54,52.314
D92,P55,62.207
D92,P56,67.645
D92,P57,57.429
D92,P58,73.711
D92,P59,71.866
D92,P60,48.319
D92,P61,52.707
D92,P62,65.285
D92,P63,65.724
D92,P64,72.244
D93,P1,62.656
D93,P2,84.25
D93,P3,56.875
D93,P4,83.219
D93,P5,95.746
D93,P6,61.069
D93,P7,62.061
D93,P8,68.418
D93,P9,60.909
D93,P10,62.377
D93,P11,71.877
D93,P12,67.749
D93,P13,69.461
D93,P14,55.658
D93,P15,30.336
D93,P16,57.937
D93,P17,65.685
D93,P18,66.645
D93,P19,60.386
D93,P20,54.124
D93,P21,74.28
D93,P22,40.85
D93,P23,56.923
D93,P24,47.295
D93,P25,68.99
D93,P26,47.443
D93,P27,57.588
D93,P28,38.58
D93,P29,58.238
D93,P30,67.25
D93,P31,66.499
D93,P32,63.342
D93,P33,50.224
D93,P34,53.442
D93,P35,46.995
D93,P36,59.004
D93,P37,71.936
D93,P38,54.965
D93,P39,67.746
D93,P40,71.942
D93,P41,67.021
D93,P42,37.266
D93,P43,55.394
D93,P44,56.273
D93,P45,69.051
D93,P46,68.643
D93,P47,62.478
D93,P48,58.442
D93,P49,61.557
D93,P50,50.483
D93,P51,56.625
D93,P52,72.454
D93,P53,66.434
D93,P54,54.729
D93,P55,51.369
D93,P56,60.056
D93,P57,58.903
D93,P58,78.23
D93,P59,61.344
D93,P60,42.531
D93,P61,59.25
D93,P62,65.63
D93,P63,54.728
D93,P64,59.896
D94,P1,62.088
D94,P2,71.265
D94,P3,66.077
D94,P4,79.237
D94,P5,82.473
D94,P6,61.171
D94,P7,62.563
D94,P8,64.424
D94,P9,60.748
D94,P10,56.493
D94,P11,65.228
D94,P12,61.035
D94,P13,67.242
D94,P14,46.005
D94,P15,38.64
D94,P16,54.682
D94,P17,56.399
D94,P18,49.36
D94,P19,65.782
D94,P20,44.738
D94,P21,48.558
D94,P22,44.647
D94,P23,52.142
D94,P24,57.275
D94,P25,51.049
D94,P26,42.776
D94,P27,45.68
D94,P28,45.04
D94,P29,43.638
D94,P30,57.027
D94,P31,69.937
D94,P32,71.86
D94,P33,52.858
D94,P34,53.169
D94,P35,48.924
D94,P36,62.074
D94,P37,66.989
D94,P38,57.934
D94,P39,56.551
D94,P40,50.35
D94,P41,61.038
D94,P42,39.655
D94,P43,52.529
D94,P44,47.984
D94,P45,57.682
D94,P46,67.319
D94,P47,50.853
D94,P48,60.799
D94,P49,55.396
D94,P50,66.756
D94,P51,62.351
D94,P52,70.647
D94,P53,49.331
D94,P54,58.165
D94,P55,52.316
D94,P56,51.27
D94,P57,65.988
D94,P58,72.016
D94,P59,57.049
D94,P60,46.043
D94,P61,66.219
D94,P62,56.321
D94,P63,50.938
D94,P64,45.966
D95,P1,61.734
D95,P2,74.299
D95,P3,55.617
D95,P4,76.562
D95,P5,79.505
D95,P6,60.625
D95,P7,68.182
D95,P8,67.913
D95,P9,58.793
D95,P10,62.922
D95,P11,62.092
D95,P12,69.574
D95,P13,68.461
D95,P14,50.78
D95,P15,35.281
D95,P16,58.352
D95,P17,65.429
D95,P18,52.436
D95,P19,59.702
D95,P20,46.235
D95,P21,49.837
D95,P22,48.344
D95,P23,57.665
D95,P24,46.361
D95,P25,48.884
D95,P26,47.195
D95,P27,44.896
D95,P28,39.359
D95,P29,55.357
D95,P30,49.132
D95,P31,69.876
D95,P32,58.907
D95,P33,46.388
D95,P34,56.373
D95,P35,51.098
D95,P36,56.414
D95,P37,59.082
D95,P38,49.523
D95,P39,59.131
D95,P40,52.802
D95,P41,63.619
D95,P42,38.321
D95,P43,46.855
D95,P44,59.668
D95,P45,62.16
D95,P46,72.183
D95,P47,64.421
D95,P48,69.326
D95,P49,54.582
D95,P50,57.182
D95,P51,54.591
D95,P52,69.618
D95,P53,52.909
D95,P54,41.242
D95,P55,61.312
D95,P56,51.885
D95,P57,59.73
D95,P58,74.578
D95,P59,67.754
D95,P60,47.716
D95,P61,44.374
D95,P62,63.548
D95,P63,54.685
D95,P64,56.569
D96,P1,53.98
D96,P2,74.419
D96,P3,40.621
D96,P4,65.571
D96,P5,73.768
D96,P6,56.9
D96,P7,56.828
D96,P8,49.977
D96,P9,57.335
D96,P10,61.812
D96,P11,62.845
D96,P12,60.429
D96,P13,70.687
D96,P14,48.739
D96,P15,33.389
D96,P16,48.223
D96,P17,56.75
D96,P18,55.795
D96,P19,57.377
D96,P20,43.691
D96,P21,60.504
D96,P22,29.851
D96,P23,52.09
D96,P24,49.427
D96,P25,54.663
D96,P26,40.354
D96,P27,45.232
D96,P28,28.986
D96,P29,64.609
D96,P30,48.487
D96,P31,64.187
D96,P32,70.33
D96,P33,31.149
D96,P34,52.009
D96,P35,52.335
D96,P36,54.942
D96,P37,65.43
D96,P38,51.335
D96,P39,63.811
D96,P40,52.992
D96,P41,50.057
D96,P42,46.171
D96,P43,47.963
D96,P44,44.736
D96,P45,54.39
D96,P46,64.174
D96,P47,61.601
D96,P48,68.399
D96,P49,58.707
D96,P50,56.029
D96,P51,63.616
D96,P52,63.293
D96,P53,52.943
D96,P54,55.477
D96,P55,50.603
D96,P56,54.218
D96,P57,57.612
D96,P58,66.232
D96,P59,62.229
D96,P60,36.336
D96,P61,44.311
D96,P62,57.961
D96,P63,56.873
D96,P64,51.527
D97,P1,46.694
D97,P2,77.643
D97,P3,40.957
D97,P4,73.889
D97,P5,79.818
D97,P6,54.464
D97,P7,59.38
D97,P8,54.215
D97,P9,55.332
D97,P10,57.58
D97,P11,57.784
D97,P12,63.823
D97,P13,65.297
D97,P14,44.404
D97,P15,26.27
D97,P16,61.411
D97,P17,57.14
D97,P18,52.947
D97,P19,53.706
D97,P20,44.756
D97,P21,59.016
D97,P22,31.125
D97,P23,44.324
D97,P24,40.432
D97,P25,49.016
D97,P26,47.257
D97,P27,49.743
D97,P28,30.988
D97,P29,62.62
D97,P30,46.094
D97,P31,72.896
D97,P32,60.025
D97,P33,34.213
D97,P34,51.263
D97,P35,49.118
D97,P36,50.626
D97,P37,58.924
D97,P38,47.458
D97,P39,60.575
D97,P40,49.65
D97,P41,63.569
D97,P42,29.705
D97,P43,44.954
D97,P44,53.242
D97,P45,56.439
D97,P46,66.674
D97,P47,67.865
D97,P48,64.486
D97,P49,53.726
D97,P50,54.462
D97,P51,58.736
D97,P52,59.834
D97,P53,56.47
D97,P54,49.837
D97,P55,49.969
D97,P56,58.954
D97,P57,60.518
D97,P58,74.264
D97,P59,61.867
D97,P60,38.411
D97,P61,41.72
D97,P62,64.387
D97,P63,47.625
D97,P64,60.95
D98,P1,58.552
D98,P2,84.137
D98,P3,51.302
D98,P4,71.794
D98,P5,77.856
D98,P6,65.159
D98,P7,66.955
D98,P8,59.188
D98,P9,65.84
D98,P10,71.249
D98,P11,57.339
D98,P12,68.338
D98,P13,75.37
D98,P14,59.01
D98,P15,40.662
D98,P16,70.319
D98,P17,56.298
D98,P18,55.591
D98,P19,64.539
D98,P20,59.03
D98,P21,55.64
D98,P22,51.085
D98,P23,61.582
D98,P24,64.982
D98,P25,64.448
D98,P26,53.571
D98,P27,50.785
D98,P28,50.379
D98,P29,66.697
D98,P30,65.498
D98,P31,60.399
D98,P32,63.306
D98,P33,60.984
D98,P34,50.523
D98,P35,50.207
D98,P36,65.519
D98,P37,59.422
D98,P38,63.407
D98,P39,60.546
D98,P40,72.51
D98,P41,69.896
D98,P42,30.333
D98,P43,50.815
D98,P44,56.834
D98,P45,56.258
D98,P46,73.51
D98,P47,69.398
D98,P48,73.344
D98,P49,62.363
D98,P50,51.669
D98,P51,67.746
D98,P52,79.329
D98,P53,56.931
D98,P54,52.943
D98,P55,66.813
D98,P56,55.341
D98,P57,55.445
D98,P58,73.907
D98,P59,62.848
D98,P60,48.608
D98,P61,45.231
D98,P62,56.006
D98,P63,52.212
D98,P64,52.89
D99,P1,60.084
D99,P2,75.06
D99,P3,52.902
D99,P4,80.423
D99,P5,88.129
D99,P6,53.949
D99,P7,64.473
D99,P8,60.747
D99,P9,60.718
D99,P10,56.579
D99,P11,59.099
D99,P12,60.265
D99,P13,78.955
D99,P14,36.928
D99,P15,31.555
D99,P16,45.82
D99,P17,60.621
D99,P18,40.286
D99,P19,54.402
D99,P20,38.964
D99,P21,57.295
D99,P22,32.32
D99,P23,37.333
D99,P24,48.175
D99,P25,50.614
D99,P26,38.805
D99,P27,46.4
D99,P28,32.742
D99,P29,53.703
D99,P30,49.948
D99,P31,77.647
D99,P32,76.681
D99,P33,37.227
D99,P34,54.138
D99,P35,47.653
D99,P36,48.098
D99,P37,65.282
D99,P38,51.836
D99,P39,54.855
D99,P40,39.757
D99,P41,59.804
D99,P42,38.47
D99,P43,41.171
D99,P44,44.896
D99,P45,59.733
D99,P46,65.232
D99,P47,58.323
D99,P48,64.097
D99,P49,53.548
D99,P50,67.034
D99,P51,53.282
D99,P52,76.386
D99,P53,49.139
D99,P54,50.284
D99,P55,56.766
D99,P56,54.348
D99,P57,
D99,P58,81.138
D99,P59,54.297
D99,P60,41.269
D99,P61,49.981
D99,P62,63.657
D99,P63,51.381
D99,P64,55.839
D100,P1,62.589
D100,P2,77.561
D100,P3,60.983
D100,P4,63.813
D100,P5,66.311
D100,P6,48.865
D100,P7,47.55
D100,P8,63.675
D100,P9,56.421
D100,P10,53.213
D100,P11,56.739
D100,P12,57.703
D100,P13,69.788
D100,P14,45.031
D100,P15,33.54
D100,P16,54.054
D100,P17,50.982
D100,P18,54.118
D100,P19,59.038
D100,P20,42.827
D100,P21,60.82
D100,P22,38.934
D100,P23,55.245
D100,P24,48.035
D100,P25,54.449
D100,P26,44.283
D100,P27,50.992
D100,P28,41.193
D100,P29,56.522
D100,P30,69.747
D100,P31,
D100,P32,66.099
D100,P33,55.417
D100,P34,52.669
D100,P35,53.94
D100,P36,57.051
D100,P37,52.854
D100,P38,53.197
D100,P39,56.225
D100,P40,59.352
D100,P41,63.012
D100,P42,40.223
D100,P43,48.126
D100,P44,53.235
D100,P45,49.91
D100,P46,73.342
D100,P47,63.972
D100,P48,55.739
D100,P49,51.0
D100,P50,56.756
D100,P51,58.728
D100,P52,66.072
D100,P53,57.043
D100,P54,61.009
D100,P55,59.616
D100,P56,50.916
D100,P57,53.662
D100,P58,67.428
D100,P59,56.988
D100,P60,48.41
D100,P61,54.191
D100,P62,51.384
D100,P63,46.628
D100,P64,49.584
D101,P1,59.216
D101,P2,73.422
D101,P3,63.461
D101,P4,77.773
D101,P5,69.652
D101,P6,64.273
D101,P7,53.428
D101,P8,60.666
D101,P9,52.728
D101,P10,56.271
D101,P11,59.42
D101,P12,54.721
D101,P13,64.934
D101,P14,45.742
D101,P15,44.26
D101,P16,51.981
D101,P17,58.02
D101,P18,52.092
D101,P19,67.0
D101,P20,48.693
D101,P21,56.785
D101,P22,47.067
D101,P23,60.739
D101,P24,53.542
D101,P25,53.32
D101,P26,46.636
D101,P27,49.227
D101,P28,41.828
D101,P29,52.043
D101,P30,52.743
D101,P31,55.869
D101,P32,61.752
D101,P33,51.045
D101,P34,56.808
D101,P35,54.168
D101,P36,53.807
D101,P37,60.69
D101,P38,40.97
D101,P39,61.867
D101,P40,53.761
D101,P41,71.075
D101,P42,43.861
D101,P43,48.524
D101,P44,59.219
D101,P45,66.388
D101,P46,72.554
D101,P47,54.24
D101,P48,59.882
D101,P49,267.498
D101,P50,48.707
D101,P51,54.139
D101,P52,61.643
D101,P53,52.726
D101,P54,59.12
D101,P55,52.4
D101,P56,50.479
D101,P57,49.87
D101,P58,70.552
D101,P59,63.29
D101,P60,47.882
D101,P61,51.801
D101,P62,61.418
D101,P63,56.41
D101,P64,51.549
D102,P1,68.866
D102,P2,81.073
D102,P3,78.507
D102,P4,87.693
D102,P5,67.929
D102,P6,62.83
D102,P7,65.26
D102,P8,74.266
D102,P9,61.043
D102,P10,59.459
D102,P11,54.162
D102,P12,51.215
D102,P13,65.63
D102,P14,47.087
D102,P15,45.346
D102,P16,46.141
D102,P17,59.981
D102,P18,43.725
D102,P19,72.907
D102,P20,53.253
D102,P21,53.618
D102,P22,61.243
D102,P23,66.897
D102,P24,58.821
D102,P25,48.76
D102,P26,43.729
D102,P27,53.541
D102,P28,43.434
D102,P29,44.687
D102,P30,57.739
D102,P31,68.446
D102,P32,82.346
D102,P33,59.234
D102,P34,68.966
D102,P35,51.92
D102,P36,64.082
D102,P37,69.174
D102,P38,48.291
D102,P39,59.009
D102,P40,46.524
D102,P41,65.095
D102,P42,42.108
D102,P43,55.061
D102,P44,50.324
D102,P45,53.765
D102,P46,74.172
D102,P47,60.036
D102,P48,58.713
D102,P49,46.984
D102,P50,67.443
D102,P51,62.767
D102,P52,77.492
D102,P53,48.041
D102,P54,67.619
D102,P55,61.523
D102,P56,47.153
D102,P57,68.061
D102,P58,82.9
D102,P59,68.444
D102,P60,53.466
D102,P61,65.386
D102,P62,57.086
D102,P63,53.096
D102,P64,50.098
D103,P1,66.548
D103,P2,83.8
D103,P3,61.171
D103,P4,80.541
D103,P5,71.694
D103,P6,70.502
D103,P7,75.754
D103,P8,62.776
D103,P9,63.369
D103,P10,77.64
D103,P11,58.89
D103,P12,74.098
D103,P13,68.324
D103,P14,63.901
D103,P15,53.779
D103,P16,61.703
D103,P17,63.444
D103,P18,42.749
D103,P19,69.158
D103,P20,61.746
D103,P21,48.756
D103,P22,58.347
D103,P23,66.866
D103,P24,66.708
D103,P25,51.387
D103,P26,42.239
D103,P27,57.799
D103,P28,54.775
D103,P29,58.327
D103,P30,53.386
D103,P31,66.411
D103,P32,67.977
D103,P33,45.244
D103,P34,57.868
D103,P35,58.81
D103,P36,61.645
D103,P37,60.564
D103,P38,58.641
D103,P39,61.243
D103,P40,61.592
D103,P41,72.517
D103,P42,37.878
D103,P43,58.698
D103,P44,52.355
D103,P45,65.713
D103,P46,69.77
D103,P47,64.624
D103,P48,77.395
D103,P49,53.564
D103,P50,59.358
D103,P51,74.339
D103,P52,71.32
D103,P53,46.735
D103,P54,56.789
D103,P55,64.248
D103,P56,
D103,P57,67.543
D103,P58,71.786
D103,P59,67.56
D103,P60,64.329
D103,P61,45.213
D103,P62,56.537
D103,P63,56.66
D103,P64,56.403
D104,P1,57.959
D104,P2,79.628
D104,P3,48.663
D104,P4,72.839
D104,P5,79.698
D104,P6,54.378
D104,P7,67.168
D104,P8,58.963
D104,P9,60.899
D104,P10,58.011
D104,P11,57.76
D104,P12,65.506
D104,P13,64.503
D104,P14,43.533
D104,P15,30.622
D104,P16,52.231
D104,P17,54.078
D104,P18,50.644
D104,P19,54.859
D104,P20,43.065
D104,P21,50.443
D104,P22,48.499
D104,P23,45.544
D104,P24,43.276
D104,P25,48.465
D104,P26,46.421
D104,P27,43.392
D104,P28,33.352
D104,P29,47.301
D104,P30,51.495
D104,P31,68.907
D104,P32,67.242
D104,P33,37.067
D104,P34,53.774
D104,P35,50.377
D104,P36,45.404
D104,P37,56.354
D104,P38,43.837
D104,P39,63.317
D104,P40,42.86
D104,P41,67.915
D104,P42,37.128
D104,P43,42.924
D104,P44,55.832
D104,P45,51.232
D104,P46,67.483
D104,P47,68.156
D104,P48,63.152
D104,P49,44.29
D104,P50,61.991
D104,P51,56.237
D104,P52,62.832
D104,P53,54.329
D104,P54,49.948
D104,P55,53.989
D104,P56,52.237
D104,P57,59.801
D104,P58,75.571
D104,P59,63.434
D104,P60,42.145
D104,P61,46.156
D104,P62,59.118
D104,P63,43.516
D104,P64,61.604
D105,P1,66.093
D105,P2,80.921
D105,P3,63.187
D105,P4,82.793
D105,P5,90.955
D105,P6,74.394
D105,P7,68.64
D105,P8,78.37
D105,P9,64.973
D105,P10,63.721
D105,P11,75.465
D105,P12,72.616
D105,P13,78.52
D105,P14,51.208
D105,P15,43.444
D105,P16,68.337
D105,P17,74.124
D105,P18,60.029
D105,P19,62.828
D105,P20,48.898
D105,P21,68.373
D105,P22,64.856
D105,P23,59.844
D105,P24,55.851
D105,P25,53.027
D105,P26,54.923
D105,P27,51.649
D105,P28,50.287
D105,P29,62.889
D105,P30,
D105,P31,84.644
D105,P32,71.585
D105,P33,60.078
D105,P34,56.768
D105,P35,56.953
D105,P36,60.594
D105,P37,70.891
D105,P38,48.568
D105,P39,68.7
D105,P40,56.825
D105,P41,76.269
D105,P42,57.088
